song_id,name,isrc
KVl55DK16LnmPWBqeWt8+78RhGArxbZME9LeVcyYc44=,如果你還在就好了 (Wish you were here),TWAK11400001
3iPA8Hu+/1lHteMuEx4AkR50XFtTpSbWlevp01jYcMk=,哈囉,TWR031407001
6JBynZzTVbjZH9CYhWhWe/mvfwwqxs1DaaSqJljajUk=,Un Homme Et Une Femme,
DW7vlV2LzwLfpKN+WY9N+4OKeVxfjNooxnErcDtLAI0=,好好過,TWK231406503
SC9iJpIDbuvMPsbfI8F7+49IgP1sWDNHofGWliBXxhM=,This = Love,GBARL1000960
9624IGebhxo7zW9L6jDxZmsYGSf4u9ImqNNLg1rYWs8=,Blue Christmas,DEHT41303413
5iYLDtiol+MxtKNyvfCrJVvRngnrkrRHXX1oLmn+sZc=,如果這就是愛情,CNUM71000009
F6zk1A5brMCaZjTwyHUSfZLIKybjq1aq1DZcu9rQtC8=,Introduction ~靠近的MONSTER~,JPU901000125
nfwbBrNN0TYAz3XVydqpGPKN/YLBiHoyw4YJ0mCNt+8=,That kind of night,KRA381602321
y5JXTddT2hPp2l6aNYi/IX6M6aK4q4DEKLuSvx6AG6s=,人生有限公司 (Life Co. Ltd.),TWK231610205
eb2X6wyODs13SdC6tDZw3hHcZiySw67y5hySDM6seHs=,故事,TWUM71600087
Knq4ruFJI2OJlOtotwq3fuWueMlXcUeS3oxVEYlKoC4=,下一首情歌,TWUM71600061
WHPELPdXGkhreUlFmJnI/RNWgsAYNJUzJ/J6B7wQ2tE=,12月的奇蹟 (Miracles in December),KRA301300272
U3UKPbeaSk+6xIPuAYBcqUVSnBTctWjl0ocMnEQmLbQ=,Blue 7,USFI85600005
3qm6XTZ6MOCU11x8FIVbAGH5l5uMkT3/ZalWG1oo2Gc=,Sleep Without You,QM3E21606003
XdVwvFm/eNQOkwkjM9aJzSr4DI5lijqhdJngEvEw1QA=,LUV,KRA381209290
I0v4xjEZ2y8bFXc1KKDaJIOlVQMy8h0UjJD9U75dbm8=,不愛別的,TWR751100201
a5JU2B1SIrn4dZIlz00aEDl0s9XaeW88i727DuAyYi8=,我在你身旁,TWX451400011
Ce9Dca0F/C+l4qEkCpb0oioFN4Q0HXkag3VJnvaPjL4=,如果有如果,TWB511172004
2pY4VFVNUk5CP0r6xo+wcA5pPLm52GSw6rEZSaCcxIY=,殘廢,
X8uGX+w3qTMTG8S5wauveoBnE81OP99ywklEVcXRHYE=,我不離開 (Wo Bu Li Kai),TWA471512003
QRR/kEmZcwD8PSovXyEEgSo8jHydtQewfioXRcGwphM=,Knockout,USUM71606205
G0rUz0kguI35yzj95LX2BXI30PqCcJJtPNfirR0BhIs=,陪你 (With you),TWD251750501
+kRFQvGAlgd+aEkM65SJ4ydIJrWW7cWhhhdF15x14EY=,靈魂伴侶 (Soul mate),TWD951643106
y9mZdrVxkrGC6Tvlg/+Y8cEm6loLqrfBC3E+wukfjzA=,還是會寂寞,
pJSsroF4YFfILDlgq48q9shab4eZgtOarpucOlWThwc=,五月天,TWD961406132
kwS+oKUTHIxanJdrqGTYkCQsooHDdIDwMqcP3HwKtkY=,我們就到這,TWK230801503
euGoQhf4mOUsXtr4VEICBm4kan9+XENFoW9d8MSga1U=,眼淚拌飯 (Rice with Tears),TWR131606401
LRXoSRKxJjxx6XtNiuuJlAJtWgXGkFPLYWQ0MTQ1xPQ=,大丈夫 (Real Man),TWA530923205
9q5uKJi1Do3SJ93pS53m0pdSurrb2h+1MNUkYYO0DRg=,Clear Blue Moon,NLF711600010
0RvxK/Zm6UXrttnKTQEonwsDWkSIlyZdZBxIvsoy6f8=,暗湧,HKG079900353
opfHqJ0Oz4KsSqM5/TqBERkLI9DFnMD0Jywzh7XSE6Y=,可不可以你也剛好喜歡我,
IkhT8V/PtVeU2NmtA2CdFSpLWIgC0RjCjTehrQe9pXk=,LOVE IS WONDERFUL,
IQByDkONpSaQalV9vCxwcrjE8xrrhqGW3q7fQf64GoI=,Monday To Sunday,KRE041600018
L/R9k0TDhmJ28ozyq/CIOHHeBSvX3h2ZAB4lVm4MZAI=,你說我說,TWA211328602
EnQV2k4YhWM/MeMtBWsRDZolJKvsRT334x2UN1Ujkps=,招牌動作 (Zhao Pai Dong Zuo),TWA470459001
GFiEbAWa8D3AsoacMkM1Ezo35SEEMZ+EEzsDxPeiCPA=,城外 (Cheng Wai),TWE210603041
yciKx3VagNk6RuCqe0KbTbwl+cWXKVYWAeI8UFe9Dfw=,末班車,TWA531156609
hq2+05aqoxjwR+AoTuWe/aksEEb4qUX7zHDYcQnrevQ=,我不知道愛是什麼,CNE041400273
RbxKC9GTkGa87x+R7/8/fYzmR12tXzX8OS7TS2o2wmY=,真愛,TWA530510911
lUp9A0i6jbaMvGNlR0eaMwxd0Vlv5LZM6NHgDDBCqqI=,討厭喜歡你 (Hate that I love you),TWD631656601
bbo4MEw0D9AF6R4pGg7YCySgpvjrcCZ+1f2w+qFCKos=,馬來西亞查某 (Malaysia Chabor),SGB171500001
m/isEYbpDVBeNSY0fPSfhyIbLDKOiWTYMEm631aMPy8=,一個人想著一個人,TWA531327602
yIWaAusQ6dKmCcfbvfjfXG4iQIZpJSKkwgZ9UlB02XM=,第三個願望,TWB730910001
eIjEIhH9Xz+l/R/tHpl7C2Dh9DXHB63K+W21QMvgG8o=,Darling U,KRA301700048
IysDHYM8Ybl0QmYUpYoRm6BjJYaA4cB1t57Ff5tESvI=,舞孃,TWD951040904
j1R+dr9uZIBEIbrhUyoOephjKBhO7UZrHSu3ivnz/No=,AREN'T YOU GLAD (英) (Aren't You Glad),HKUM70801051
mhRh4LPRchpfjKVc1qiaQ/OmQrUxOUoQujFNJua5p5o=,Purple Lamborghini,USAT21601929
AJnASURXhZM3M6MKWawRJSJz0bKk5WRJa9rBf2oFIFI=,一輩子的孤單,TWA450274501
KnNPuXCvhpBA4L6baLLiQnVi6RMEN0EoHN6gwqMkxh8=,奇怪的你 (Weirdo You),TWA531612711
edY04Jlevekbd+2V/LaICkelxHA4rXxJ/cYy4LnV9x4=,第三月台,
N87KAknxm9uEvCQ9BX3oO95ndY1QiCKiKoOac2sLlko=,你不真的想流浪 (If You Still Wander),TW2151510005
WrVxXdOuRrPQ7gqqSYG1wEFkA6Uz/cP+bf+YmZRe4S4=,짧은치마,TWA531401119
ivJp8DdTqMnNRdQrzR7CpUDm/psSO8bDMTyIcU5SKtg=,悄悄告訴你,TWA211359501
xC1jAvKrrq/FGq/LIkO7+Zgs5NWryxqkhUJlpnDkVic=,花瓣下的種子,HKUM70600341
v/3onppBGoSpGsWb8iaCIO8eX5+iacbH5a4ZUhT7N54=,Alone,NOG841617010
+8Qy/eKYTxLjylnT+lacbhFUsJbQ5/ZvMiHnozRvApg=,Can You Hear My Heart,TWA531603162
u1rKuUOHLXztf8SVYFcubHOYD2DUTQFx+A7As9kYaN0=,THE WAY WE WERE,
LEAxfXLBS+nCSmPCAvpwRw3h8HhKZydKZWbDYHNod1Q=,我思故我在 (The Imitation Game),TWAW71501804
Ja+MbvVgkL+CIeBI6w0a+DPq9jHm8+McoQtqpTU7rmc=,愛人動物,TWJ010800316
VAZ89YvAqcXfFM386JhsW1mtFZrhAdByJdem+gpZs0w=,放棄天空的飛鳥,TWA470472007
CkKZC3ccAT+jQ1LSsxT1gIo1gHAYJwzJUj2Qo07YtSg=,我期待,TWA770500437
rm8uElgcFJDOeR0vipTSkw84zuUTdLEwldwikkemK6o=,Lay It All On Me,GBAHS1400395
ZhGSffTXnSAQ6/Qga2JVaTyVqHWBGlX8VtUYT/TXKSQ=,Fly,USUG11500548
7AQcOAIExIbhTlg9Rqkhvt6fPGDeUeiZ8hl0HrsFKFU=,我尚親愛的高雄,TWA451408061
dwSK0ntRQgZYnL4e4R1QZK2SJIA0jdLGKqZDcBJe5Fo=,我們曾相愛 (Loved),TWA211631201
LdxC3avfUXkXkG77Z8Pmm3b+yj3ThbBF6F/KygIr9Cg=,不要在我寂寞的時候說愛我,
xVCjwnFSDWJ+JvMTXwK54xZ2xrIxYGGe/nVdh9rgbsY=,煙花易冷,TWK971001603
iIel7sqbOcQCEsmZItw6O8Zm5C/ybiMcnzEnvBgFLHo=,Guess Who,KRA301500804
4dp0IdS4ZqSp2OcLgm+WM3WkUDQD81szL00mIq3ENIE=,Hit Me Up,USUM71516689
NMdr4SmB00mKGw8G76BlEuKb/Lxp8VOionlgU6LmV/E=,男男女女,TW2151150010
WA6TXMXIkjgDC+cwNXmRdkFI0ugPziXNqhwzWxGRYxE=,胡鬧,TWF711200023
QshAPmxF5i2qkdsoAdDpgc0XDVSPX9RV/1AnwNZhaGM=,還簡單的多,TWA770700724
5y6If1dYv0HVArJVMMA2+MJqeVR4NZfKp7ijdoyHDwM=,多希望你在,TWA530887306
Tt4Wub1nXAtujznbVVZZ9ReW3gtMaWh28CGHvj8W5AM=,Maybe Baby,TWD631619308
oDlb1AEqCPWdSzr8V/tKOahUPo9o/4WYi5liHwG/VUU=,木馬屠城記,TWA770500360
tdIvyAwPKeu44Fsc7trEPLTxcC6b2Q2oaTP1GczZeb4=,Make Me (Cry),QM33K1500042
BgqjNqzsyCpEGvxyUmktvHC8WO5+FQO/pQTaZ4broMU=,光年之外,HKI111600014
8UYz+eJd0mPC22UzHmJD3JgK7676l86o9Euc4+Wsj38=,It's Alright| It's OK [Jason Nevins Extended],USWB10901311
V5Apf053z6DhDcvozHSwQIASG4axIkX4ne2aKeH9L/Q=,你好．再見 - 孝琳(Sistar),KRA381206388
k5kh9xfrPTjcaw766nkL0XfYuHz3ufMGO10c6rKSGSU=,超值精華版,TWD970300025
DhuNF1B0GK4zzZ7U+v/vt/Y+3aQbTRmV2bd99TUAXzI=,敗將 (Loser),TWA531658603
MwZaD94L4Wl4APdJSVQF5JPt+xH6hb2KtWpFsjwYUlo=,I Took A Pill In Ibiza,USUM71509342
fovX5L2O9euaCgkDE8/ub6dbwJYzQrCbwPvrmnUAkVY=,NoNoNo,KRA491300709
xPptlEtfTItuELCrubNwlHBZP/9bWhoU+dv3ZGCbQI8=,Toxic(中你的毒),USJI10400033
cvKdWx811H3bRDmab5eo7XW/fz1uRgqnRYw7Q8ogOUc=,Pop Style,USCM51600086
jplZQ8wMdsPEwMSEyWIqJiQVv3KZseEUgKMjmR5p9h8=,We Don't Talk Anymore,USG7D1655607
ci+wDFP4IxoF1aZvWlZ1Lyc42NjbDuDTkxyoeC/C5KI=,每一天都不同,TWA211024604
x82jXWNfyZpXHIWbNqR1XC1TZV2oqljrloP8sTncJiE=,I Didn't Know My Own Strength (心的力量),USAR10900288
7A/tAWUb6Y2Rt1pYDjLqy47YL5QB1xrAK0EXhpcv+O8=,傻孩子,
CLEDgLdGvXhoXod/9uzm9UwECV5IzqWOrXHtHXpq5+E=,Intro,TWA211630901
s7QDAwhJlqH38OMjiCmJ5M1vGJa4+HbV3LwYJtDeE8A=,Ignition,KRA381602400
9aVVhHnlNxa4n1yZCQ8AJ5nXYI3Nn8eJarZEXJqaDvM=,離開,TWA211125910
xizfI29l3nwmPhHu9CD0f7Y9+JUPDhhVFrB5fWTZ0S0=,想說,TWAG11500102
8Ckw1wek5d6oEsNUoM4P5iag86TaEmyLwdtrckL0Re8=,可惜沒如果 (If Only),TWA531480007
moLuKLxFp/HVNNdbNtYpuf/AacEfr4KLM23jwZ/Q4QI=,I'm Over You,HKG291500204
uOnshTjakgM8DcQeREKoMoDpEShTOh1erSNHJ62BgAU=,美麗與哀愁,SGA038800090
EkQQds/JiNU5i9Omkpsuf15O5kq2mKGnPC8KnFIx+PM=,馬戲團公約,TWJ011000204
A4Xq24JGUv1pJ4QXKIICe8S++EqSrWaw2olWaO+cjsg=,I'm In Control,GBUM71507516
Bmj+IwjGGnbUyQ02jJpz5K+2vmxCOKfBqVd7ypu6OLo=,Perfect,GBHMU1500104
ScOMuGjI38G62+eNwqjqwpA3ZGdmp4VxfbACRB3BjnM=,無限大,SGA671412003
87/vIN1vpskhG8PmAjb+O0yaPDXkwXxPr1x63NJaIqE=,擋不住的太陽,TWD951346202
JiY2ckGkra5KGchu3Rh6KPH9FL2J0tTmAB3pGyVi4BQ=,是他不配 (He Isn't Worth It),TWA451601604
sakda7kZsGCFMA9S+J+bl8BmqrU3ROZl+Yz2o+ITcQU=,台中愛 (Hood love),TWA451600307
w4Zku7HxtkAKl/BB8H81ZfWOXwnnmVbZBvFZeRPuRUU=,Blood Sweat & Tears,KRA381601892
zvjlLoB+A+0WiqVyk+My4kEpKyV5d76Dl1GBXtL05IM=,Don't You Remember,GBBKS1000344
gvHR5iZ5GWVYZBMTQFo/k0LB3Hh2RDUNhDgOCzICosE=,9453,TWA451500401
o+4GuBRHzxw/AfXXCy63rNBkcrDN/RFVXS3anYiZ6ng=,Road to Success,KRA111500118
C+qWANiKlPVZ6IRG0PzR3lKISDjZ8V1hG3fFxJVq/Do=,You Gotta Be,GBBBL0002027
TGM1/CURlGEZiH/YsbBxmwwWxyqmvO05QCGpRzB080w=,FALLINLOVE2NITE,USSM11401534
ufjl9/oJJRQx/0JUEBaIeyE82HP0CF7Fy2LwOIiNiYY=,東區東區,TWK231205302
tB7WW8fbj7VdrPYInjSGBfslYr2DKNIeeFKQsqqMZvc=,為愛而愛 (Pray for love),TWK231610603
qFs/vJjn6brQRQtbfUlIWHxGx1jXB3ckg3hBP6XRtAg=,感恩節 (My Thanksgiving),TWA211630802
dp86sLzZRusk0HtuNE80oH0Q8WT8Ca5M+deWurYU+wE=,強心臟,TWUM71400128
+DY2syFXy++0TP64aspm4q8+OYT4hd+maonuHbZwBvo=,LOSER,KRA401500541
vgcviN/rTbKwslIlIvhdR9+5c7k79x8cOpVEkhE9tKg=,Shanghai Nights,TWUM71200250
lpehYTGIoMuZRbdiEiXEBJbsZ/UhTV0XYxE1EOablJA=,Love U U,TWA531107012
H5bAmtEjItcf0nDm3q/N3YQAV7hm0Aj5TlzR0V5Tgmo=,MY WORLD,
vYgdg3j2g8cztFopB8f2FL/tm88UCKQn5FpNCXO3o/k=,孤單會消失離開不見 (Loneliness will be over| away and gone),TWAE31601073
k+HFh+vgo0VQkptcBAP2gOT/xVj4lyqliM6rv4COPrk=,談情說愛,JPB600761907
tER7e5IoiooGN6TJKB9lL31x1pXuuAIcTgzcMAAvTQ8=,青梅竹馬,
7ykSkV4/K5lvJHDn4IL7ytQH4XxPhaNIAKQzGEfmWRQ=,那些你很冒險的夢,TWA531107004
C09yKU4pkvYfI5aUd0eLFLSzGortV+j6yzQy/OtU7f8=,對我打,TWQ751600001
ff6EgRzVpbPgwVnq9jHY3xRJ1Go1k1zWoIiCsR8eBZE=,思念會驚,TWA531167603
nr/FQ43zDjzfDE67yfEZWJRd97allxjlMfTXyZKnKSA=,No.1,JPU901503155
EELIvnP5lcFg+W/XGvKrKj06DhzWRoowEHGGvBGlDkk=,死了都要 • 愛,HKI111600013
DNvSr+5yqvRNwQs64bZmJt9j9TuW4jJwZuHkkdrRnS8=,With You,TWA531600565
yTSEvH/cbj3ZvoDRWWMTCdtapZnuLKoWVLlp0qj8ZK4=,寬恕,TWUM71000036
opfHqJ0Oz4KsSqM5/TqBERkLI9DFnMD0Jywzh7XSE6Y=,可不可以你也剛好喜歡我,
12g2vM/t8N147WRWaRMM56TmEp07KN8mHA0wZcFBoAQ=,動不動 (At The Drop Of A Beat),TWI451400027
43Qm2YzsP99P5wm37B1JIhezUcQ/1CDjYlQx6rBbz2U=,後來的我們 (Here| After| Us),TWK231610206
xydqnTimjPXCAod0BcdbxQOtZ9A7aJ89/ZpRh+wEHC0=,張三的歌 2016,TWA531622802
RnasKOzUMgW5YkMdY+DTVXH5OiKNS4z6bHfWLUUd/DI=,結果咧,TWA750701005
7HDcHFAVdw76mL4Z5hbz300+s1oSUstaOfmaLw0+Dfo=,Diamonds,USUM71211793
L7KF5qCjLTtV+LSoCTgl1HAtv169FCKUWtrtb+RZraM=,Memories (dal Film Cats),DEBL60806960
4DE8vPtXRm68ZGKKpl3YosAP1dHGjIQbyQMmQn9LGCM=,Sausalito,TWD130300513
AOCcHMTDCrG7BO39yTZi5uH1+PxxDucCoqhaMeyPxKY=,山海經 (Best Thing Ever),TWAL31601101
xtFar1buSnUhJQmKTOo6oAbUxnZ49Cyy/whiegiuqVI=,Inferiority Complex,KRC491600010
41aDNLPNdJ8PZdNo46uAPDJ4yFTKrPYY1jeM4CucBGs=,我愛的人不愛我,CNZ171601126
IKMFuL0f5Y8c63Hg9BXkeNJjE0z8yf3gMt/tOxF4QNE=,Closer,USQX91601347
FaFJj89wTwLxNKuP8QYswh6V3wzpWf58qdu5rj+8BBg=,小星星組曲,TWF671600113
2WdT0TA8vRAOOorVH89Sj8IAQqp4kB6M3uvS++OKBLg=,Minha Saudade,JPTO00800605
ih58jIWgit7qPy3VpvbM6E7AIvs57ylCHMVpIl1T+Io=,Don't Leave,GBARL1601799
Oja/z3kVmmhi0bDBQNPlM50fggFPnUsQMWoGy8+f5Wo=,藉口,TWK970400703
SyB3Aj1UO+fl19Lc+M0p4ZWCbL4uwnw614x25Q7XjCQ=,Trace,KRA031001228
7XjSvrL47/EJD2mNR0e2Ja+ed/Dm0j35tKPQLiO2Hjk=,Alone,CA6D21600147
52u8MyPoG6zhEFNaV9xP1xo8lv6XeMyDn4Ey52BB6VY=,不用擔心,TWA470902006
QZBm8SOwnEjNfCpgsKBBGPMGET6y6XaQgnJiirspW7I=,年輪說,TWUM71600042
kGbTHKIh5X+PJsvbbQlw4edBb5IvISXMoJfRbNl1uyI=,To Your Heart,KRA301300467
JgnzJxQMYnSKIhvjcsT5wmvQ4lXFeLdzPal/v/0od10=,Akane Sasu,JPU901602846
80hnDqhSe9u2uIaLvDh1tCbwryzDrsf789zgDDF+k+s=,Work from Home,USSM11600251
80hnDqhSe9u2uIaLvDh1tCbwryzDrsf789zgDDF+k+s=,Work from Home,USSM11600251
FpPpQz9dOL5NXr21CsTjRS/ItkyL4YxC8zoItHzjM7s=,洋蔥,TWK231003205
bXxhog/LgdygbENVcL5HgwSlASUEe8xvvqPae62J7Fs=,Big Mini World,QMG551450341
U9kojfZSKaiWOW94PKh1Riyv/zUWxmBRmv0XInQWLGw=,不該,TWK971601306
xR2CwSUlWNT294yrdCNHT8c9wzAGljAgzaYxeIJwrD0=,Waiting On The Rainy Street(雨中等候),TWC010503670
IFQsk+XzIzIHYQP7ksHZROhDhi3aINLz5PucISxYAHw=,錯了再錯,SGA050700747
uWfF+7Tl/V+phd01+33EDRjMiRZz4adW0bI/Mh194L8=,幸福太短 (Fleeting Happiness),TWA471601001
MwZaD94L4Wl4APdJSVQF5JPt+xH6hb2KtWpFsjwYUlo=,I Took A Pill In Ibiza,USUM71509342
KMsgcgMRbzQs47aG6otqMhMweC+NvRq/RfO1ofTw7VU=,Stone Flower,USSM19927527
kFx6IW7O34CiWxdfV61/cIjZs57ZasQBPjJQSJk2pk0=,喜歡你,HKI111400029
BD9lB17CkWhWVB3uC+gviHejV0KihSOJOUlYMOp9xFY=,Everyone Needs Love,DEQ691600223
+WZeyJdxSPcag6xHLPjJOfJoc1haKiC4j0BcbZHG5ig=,The first snow,TWA531700037
e8HRqGjNxiZ1YUxiuLl1pwZgqEy1A3l9HL8dj9LTE78=,隱形的翅膀,TWA210621301
0PDtzAcBOjNRhb4ymDGWFiw+kPk0lEuuEvjUKVzFBBQ=,倔強,TWA450482302
PjQRp0CTXCZ5RfQRiDlzwF1eHpOXUgHpfDqQkNKMUHY=,聽著情歌流眼淚,
yb1g7qbHIezWYrOcsmZQY1elwd4rw0Vsn1yhjYHkcg0=,I Can Only Stare,QM8QH1600488
RrG8P2R9dxnmQf/TCavCWlbpBMOiGAROsNW+UHr83GE=,盛夏光年,TWK231388838
GUGXzDOOMx26SmdxoD3Jorynu8D5cDIVeCqDXd+qIbM=,於是 (Therefore),HKI111500008
XBhJYp6A1sD/47vCwkjqqG0xK1lDPu/IUTlLEpx81Ns=,擦肩而過,
lunzFMaTP9NTIWBG2zXGyiw0HRq6thIr3e4gAXkCZjo=,打破他,TWI451200011
lXilOhTkQXSc9Fvm54ktoNRHFCpOjQQhegIjt9odQUQ=,Tchaikovsky: The Seasons| Op. 37b: XI. Novembre (Course en Troïka),GBAYC9400463
Axv9nNo5uNiq9iYd2PlT8nhEc8C6MKD4O36Q6nUfnMg=,推開世界的門 (Through You),TWJ011600811
OO1BXn1UHKB6Anzi/7JFqUpATVce1rlc6Qf0exqwUFY=,BODY,TWA531603427
0tmyQ9QoSgYsJ5f/Cid/bt5IqB80MD/nxKMQHVq0Kw8=,再見陌生人,TWUM71400042
/6kgyFt1nsLDNbZh0AHM4Pb3sbp3CZ0C4DbPa4++eVE=,乾啦 乾啦 (Cheers!),TWA451601805
KZ5hwP74wRO6kRapVIprwodtNdVD2EVD3hkZmmyXFPk=,Love Yourself,USUM71516761
woOlWc20G3D4jgygA0QzsCVcAkZDNjFH6pMfCIg+y7M=,七里香,TWK970400702
7FeOq+rxbcL3KupG50rCrI/96WtHOSEOV4CSVe+zjPQ=,"The More You Give (The More You""ll Have)",USRE11500564
jRzcNOC0WGSfwQmr9ZP5mxiPYxAdkGrPFGc0GvS1dOs=,Flashlight (From Pitch Perfect 2),USUM71504653
G/4+VCRLpfjQJ4SAwMDcf+W8PTw0eOBRgFvg4fHUOO8=,道聽塗說 (Remembering you),TWX351600001
0ZYpRerrVO+3ECQFKSeRGRMWGjDx7iQQAgWlXbm/lKQ=,PIECE OF A DREAM,JPSR00100421
EL5DbsSvhAFtMBBoOjs4aipOjC3Xj4syX/l/wlK+kdM=,愛情廢柴,TWK971601310
VdVi5NKMJeRDsz4+3xvrpu66FNVTcQ4G26TXoUxW8bU=,阿飛的小蝴蝶,TWA530920703
Ur1+neOjRtm1j7rFHyptlufj9CkamVBJFr82Rcnm2PE=,當,TWA559860102
QXbyStZvYeYWU4+7V9Ouad/VjhZmoPdkTX5tLsUiM5w=,A Love Theme,TWD951142101
U2zEsGTtqpVbo1hbmaBxNcie/P1LvaOhPqx5qtkatAw=,離家出走,TWK230700601
j15oN8gA26II4cebHvxc+rIIjzyBDzjHi9rYx7oSvrQ=,安靜了,TWD950806109
7NV5ZpaFlc7e3fjuxNiiuL0+HEr8qASFr+HHztIhwGY=,幸福了 然後呢,TWA771201079
XCfRNnG6NP/QtdjP5ZeI+QU3zEIRm0y9lEZoQLQaw3s=,Don't You Worry Child (feat. John Martin),GBAAA1200643
xz2iBuDL18bCh31KjDIqxTbfMGKBiys27juIYnDmFz0=,被你遺忘的森林 (Forgotten Forest),TWAE31601076
35/OF9WSXvkwnKHW/zy/URkytspOH52YOIrCihaL8Lo=,Ice Ice,KRA391500036
Ij6t+2kBXHszYlN8T5LGUXe+AG8FBEmoit1QP2BfG5M=,Story - 朴信惠 (恩尚之歌),TWA531400034
7KCXRRf5maCFg6/Wg9UI2xOAE0pm15P82J+qLyXbB0M=,Still Alive,US5TA1600019
aCW5z2BJse0/inRhZmLf1+Fw/b5P6gr1ji/4fzd2SGs=,凡人,TWA451699904
+Sm75wnBf/sjm/QMUAFx8N+Ae04kWCXGlgH50tTeM6c=,迷途羔羊,TWA451699902
xsonLm/QtcFMvRLRwc6KV4fZGdbVSbHMtuSmWa5TTBU=,Montage (feat. Paul Dano and Daniel Radcliffe),USLS51669314
YN4T/yvvXtYrBVN8KTnieiQohHL3T9fnzUkbLWcgLro=,讓我留在你身邊,HKJ631603001
nCjDQZ7SdvN+pIBpjbd5ifV68fkfP0YL/8YzpR1wjZQ=,Body Moves,USUM71609357
D+nN2XugzYBwK6Mu2GWT81Q3QN+NPC2gHC5RYjqs2O8=,遠方,TWD950306202
Qvio7H9bDtrvGerI6/4m0fmSM98sOuke7stPoxEu2GA=,China Bath (LP Version),USAT29800816
Sm+S6AL3/K5652Y15m2k0dmOXlzECymtWnLKPaWCxtY=,Wherever I Go,USUM71603851
zBZGvStbfYcbPbV8T2tOfdELIkDHHgKJOcL1olJe9bQ=,Souvenirs D'enfance(兒時回憶),HKG291400042
PIGqzSDoaMhwTRAFaeOxBMh0DqRv8NqafavkSOx8mWM=,Lie,KRA381601894
kFx6IW7O34CiWxdfV61/cIjZs57ZasQBPjJQSJk2pk0=,喜歡你,HKI111400029
TVtxD8qAAl8KeA5CU+1c4Pg6+/PR3vK2vYMnY/eSGho=,Love More - 三立、東森偶像劇<料理高校生>插曲,TWD631517901
C8ZjXpCG1mZ22ZKPfH6xHuRjVeH+3QXX5+cR63GUdRA=,香水有毒,
reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,帥到分手,TWAG11600306
uWREia5CNSoapbU9+BpqQxlSfntw1J/01HQGpVxFiM4=,我不是你該愛的那個人,TWA211653101
/o3/CA7Gpzgl+ZKZw5/e9W8nGZMDBc2t1HZPqPyHsAY=,獨角戲,HKI321260948
d5ayexvXscdzmuGxENyY8Uwb4AQaxt0dEcnkAgES7xw=,明天再擱來,TWA451500409
6uCt0I6XmmXX7fta96XlZyxtSWXlTa2ZviRbxnDUa/w=,歪國人,
xiz941hp+bmOp/es/DjDCE98PU0i/O88lgVX57KNjZE=,Teacup Ride,
KWpSIrp2wr64ZbKTKbRQefresHsj1xm/Y8eMdyV3F3A=,沒關係 (Gonna be alright),
y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,她說,TWB671005201
DEQhJpQFad8IXRU71BVOmbSkx9vmG+2pvC8wpQamniI=,Turn Around [5|4|3|2|1],USAT21002298
LiIpTZKlFZy8wXpt2Gl5BU6Z7t2rZppAnNYEpWuCxMA=,謝謝你的美好,TWK231003103
c/9DEUWFCe2zzaKtWV5uZpGgvivwk6ymDDt4IDQN7hY=,我是誰 我是誰 我是誰,TWK230902804
eBme/h4Z4eP7BZY3tifu5Lr/dRB9NQJVIl36jZ5DZGQ=,牽心萬苦,TWJ011100207
TEaaduSg/B5LdYNGSZtQxhOXE/DWQihzozWYNIv1cII=,One More Time,USAR10300582
7wXAsNPzplB+5GoX5SZnTtdbLcBV9hjVmLjtMY/PRhM=,勝利,TWA470720005
eqxzfyc6kVOcYTDo7GCguRsfLEplxdlJ+umjJsB8gdY=,傷心的人別聽慢歌,TWK231388829
oTi7oINPX+rxoGp+3O6llSltQTl80jDqHoULfRoLcG4=,裂縫中的陽光 (Before Sunrise),TWA531398021
CcjaiyLEb6KIq0c1YlM/1BIMpOif5629+w5zBjH4TWM=,壞女人,TWA531020501
LM7tSQiUFiUfTmzrYikYW6L9wqgY9eXxOY6ncAK9zjY=,Autumn Leaves(秋葉),
8tx7sB65F3OV8ei+KnIm/NF9jtaFM1WlzfmSz4uo/1A=,Everything I Didn't Say 來不及說出口,GBUM71401919
ux6NojFJfvKEv3hvLMxXPCwQ9LTb3oo07dgL+FNE8GM=,沒愛完的愛情,TWX971600110
IBqFXAPCZIjwj6hn2QoXIBWAgPQ/L7nhE/e7TAej5Ag=,中國話,
uGgtiS4WNEGSVQUAx9bybmTztobu6ysT+NAZ3ff2ItY=,玫瑰,TWA451500202
acjqLo7zs7z2Z5APVzxKWgPsrtm/qpHXGSmtXMYawRs=,要去高雄,TWK230902503
9zVQUtq/Uzlxk3X7BwI28CSY7FomzpmtsRc8f2bRyJE=,總是那麼傻 (Hard To Forget You),TWA211558202
HiDEYVzykG0UpUEgbmKNIxoq15M6CpG1HRFgdVG4g/Q=,如煙 (艾怡良),TWK231508808
Ay6eyGGrRy2LQLN34K2waErF/MXdQwD498gOhyA4TO8=,落花淚,TWW471207009
x7dcu7ax/rsrEo92EhZ7E9BbSVw9blHIu44du7zJroM=,Choucho Musubi,JPU901601797
PgRtmmESVNtWjoZHO5a1r21vIz9sVZmcJJpFCbRa1LI=,謝謝妳愛我 (Thanks For Your Love),TWA531657203
