song_id,song_length,genre_ids,artist_name,composer,lyricist,language
La5Sl3dd4xoyWgcGTUx9ceS6RO7mLoZpQsFONtmVuRY=,259552.0,458,田馥甄 (Hebe),于京延,周耀輝,3.0
I1gnFts7shpzbz9z1VuNJhvSTICRTiZruCVTs5Ldt7M=,226716.0,465,Alphaville,Bernhard Lloyd| Frank Mertens| Marian Gold,,52.0
+RpOr0l3u93IV+HOU3XZgLkFDie3Qr2Pxs9ZCqb+Hlc=,217887.0,465,Bruno Mars,,,52.0
8k7012us1u8rWkfjX7vuguZIYvce5ttmpFJy/tCuRVc=,231828.0,1011,Taylor Swift,Taylor Swift| Shellback| Max Martin,,52.0
27vpOctGRDxfm4nJsYUfvNaoL8ayuXiYAYUH4H1mfJk=,189384.0,465,Various Artists,Rocoberry/Cho Young Soo/earattack,Ji Hoon/GAEMI,31.0
FKSyPgQXoiGjziPN/K8R5Vey6CkRdCJbLswiRT0VPaI=,194351.0,465,五月天 (Mayday),,,3.0
2CPOQBvFSJAidlvn8LwE+UbJ+6C7Bl5E5tvwVp4mK/Y=,249626.0,465,劉若英 (Rene Liu),艾怡良,艾怡良,3.0
cKdcTAXf2zj7q4DllxbexqLRkJ+Fq0o4wmjjQfMAgtM=,256940.0,465,江美琪 (Maggie chiang),Guo Zi,Wu Yu Kang,3.0
OtlD6R5VaGIhX1npzpHYp3IgVHYa548H+0ZSI2QYTzw=,258484.0,,Various Artists,,,52.0
N40lRO1ooe/pYBZbLShPQ8UXB+3PisLCvifELEW9YKQ=,197302.0,465,BLACKPINK,,,3.0
2bj5oqCPPzY6E0TPgwySkfj8/l/c+DVQBqnABx0qPSk=,210048.0,1259,蛋堡 (Soft Lipa),杜振熙,杜振熙/（OT：白鴿）伍佰,3.0
blVzNVEzhFAUxeXWsclgQoWWxxmiUEqnFPCyWVrwlvg=,318589.0,465,aMEI (張惠妹),涂惠元,林秋離,3.0
hcUozU4hsPwPXy0MrZDTGDjwc5ofXFhGC9ez6oNotq8=,248816.0,465,李佳薇 (Jess Lee),Aton Ben-Horin| Damon Sharpe| HORN| VICTORIA JANE (aka JANE HORN)| Mike Molina| Nelson Kyle,Xu Shi Zhen,3.0
Q1ukCCT6seSLfE6wUBgWsiEKOaQoXOR2/LRA5glhr4c=,211784.0,465,Sia,Sia Furler,Sia Furler,52.0
74mtQDq6VPY+cjHP6pZHnm4vdEYaiOU9zeDKI0o9LM0=,234684.0,465,王新蓮+馬宜中+鄭怡 (Wang Xin lian + Freda Ma + Jeng Yi),,,3.0
6uCt0I6XmmXX7fta96XlZyxtSWXlTa2ZviRbxnDUa/w=,210624.0,465|1259,玖壹壹,春風|KEN G|洋蔥,洋蔥,3.0
CpC7v9gVYGlas7wfEAu9p4EWnSom7LcUtERgIHZ54bQ=,197555.0,465,Various Artists,Zhao Feng Zhong,,24.0
HZCVywNFNCYz4V610FaJAiQ43mFhumf0Fv0XgD8ZlWQ=,242625.0,465,周杰倫 (Jay Chou),周杰倫,方文山,3.0
N/kQ1h1t7uPOdWYNHcQIddmS3lyK/zvIrhmHyuBf8D4=,286406.0,465,吳克群 (Kenji Wu),吳克群,吳克群,3.0
hme5eV1flIR0iLiRc0XRKQHssHaz7palP92OutFelak=,250944.0,458,梁心頤 (Lara),JASON LU呂偉誠/LARA VERONIN梁心頤,Lara Veronin 梁心頤,3.0
vhdiAj+yKodP0TeUTFeSAWyyRzq9huY+NKK5gyrXpJw=,236669.0,,Various Artists,黃國倫,姚謙,3.0
R7dkJ74WNhYxg8bU8K+UxA8X7THsQsezSPXaaSqbOeU=,159660.0,465,五月天 (Mayday),陳信宏,陳信宏,3.0
aT15kFUve6UDVOkFpgbzYr6aD7cchbcV6naJdslPHPA=,324649.0,465,劉力揚 (Jeno liu),,,3.0
Ymrt/uzT2BXdbeLSQ1oeymWCu1ta+XLlkUJKJGpQP6o=,228519.0,465,王笠人,王笠人,王笠人,-1.0
J4qKkLIoW7aYACuTupHLAPZYmRp08en1AEux+GSUzdw=,212750.0,1616|1609,Alan Walker,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve,52.0
PS2m8E8XRGgKu7DCmiPx6T22DwwKrPQKjweJDVr5qDQ=,201549.0,359,Halsey,Ashley Frangipane| Ryan McMahon| Benjamin Berger,,52.0
sLMAyY4qIs3APKVF3bzfc/GhgL5EYBC0SQ0j5BHp8fc=,159425.0,1011,Hunter Hayes,,,52.0
A7Z2nDVASy04EpmfzOL9PRMN3hFVbWQ7ah4J+o9sLnE=,242688.0,465,玖壹壹,謝銘祐 陳皓宇,謝銘祐 洪瑜鴻,3.0
GakTxnoJ97zyPAX+bafn7SI0vhLoZQ0W0t5rDNtqkV4=,202510.0,465,She & Him,Jule Styne|Sammy Cahn,Jule Styne|Sammy Cahn,52.0
BaY7lByWItHoZxX9HEN82Lffw71fJAQobUc72J5i1JA=,256719.0,465,Shawn Mendes,Shawn Mendes| Teddy Geiger| Scott Harris,,52.0
OxKLoXebiDa2EkxVV3bXTc4HkGREDhQTdOS5Y2izHEg=,388179.0,921,Jed Kurzel,Jed Kurzel,Jed Kurzel,52.0
qOgEwQeqOvbxbUDj7O/WjHmnTWRcCPAMa/pwUNHynj4=,206706.0,465,Bruno Mars,,,52.0
K0LzoH2JKI2PMyu5EvVAOJw/G6D0dMnhDCO+WmMquGg=,301035.0,465,張雨生 (Tom Chang),,,3.0
M9rAajz4dYuRhZ7jLvf9RRayVA3os61X/XXHEuW4giA=,265848.0,465,林俊傑 (JJ Lin),JJ Lin,Lin Qiu Li,3.0
cXbmNqp8Xr6/Iri3oG8lC+qMLnh7x0F8e2aslSMS0p4=,305946.0,465,梁靜茹 (Fish Leong),,,3.0
mdCCBzf8lcOkZrP4t+RcrEFt2p/B7sftz3eII694UAQ=,391314.0,2022,Eagles,Don Felder| Don Henley| Donald Henley| Glenn Frey,,52.0
ljnuk/pfXS6LNNzCz/06iMzq2R0J2HvYthXiBPBHZJ0=,260156.0,1259,Nicki Minaj,Onika Maraj| J. Solone-Myvett| Ernest Clark| Jamal Jones| Anthony Ray| Marcos Palacios,,52.0
5NfLowUKcS+V//cVKNBj/OmkxziB9hdklHzbbuTE49Y=,262164.0,465,張韶涵 (Angela Chang),王豫民,于光中+陳偉,3.0
uE9P7KFpusgxW6F4LCTPXqFMuzWzvX7yDV6kU2/UeOk=,231429.0,465,Wham!,George Michael,George Michael,-1.0
2lnYOidhDmZxTNMHX7vW7YtKrWM67oUPuLiURBuyoCI=,238608.0,947,Kevin Kern,,,-1.0
uaxG1yFtm9aYkaeIL1sNfbZt2OHghqUFhatotuIE9zk=,212044.0,465,林俊傑 (JJ Lin),林俊傑,林秋離,3.0
p/yR06j/RQ2J6yGCFL0K+1R06OeG+eXcwxRgOHDo/Tk=,232933.0,465,吳克群 (Kenji Wu),Kenji Wu,Kenji Wu,3.0
PHqVEALMocWEArPeLdtc++lcSDdzXeXJoRIydT1s3dc=,208608.0,921,Jessie J,Sia Furler| Sam Smith| Christian Guzman| Jason Moore,,52.0
8tf697XTlUZNnbMckvuYpNJyujuwK9TpmzOoKy9thOY=,267598.0,465,蕭亞軒 (Elva Hsiao),Fang You Luo,Fang You Luo,3.0
psIWGc2dmV+p2Dr2O6aj4MOuhnvZ9r6ejEBzjPFefWE=,167026.0,1609,Era Istrefi,Era Istrefi,,52.0
sIP39gcYi1ctJsaio2qtzAuUAFT543cLoOa0+A8uBmM=,225523.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
G7Cqs06aTwzjgPNdF9sTtLYo9kprYVE+U/M5KzuyMa0=,284421.0,,A-Lin,A-Lin,姚謙,3.0
NjCT0r2ZZDmgmRvyQUM1S2EYfCZDDlGH7p2cpavMUco=,292478.0,465,李唯楓 (Coke Lee),呂至傑,呂至傑,3.0
reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,219324.0,458,周湯豪 (NICKTHEREAL),周湯豪,周湯豪\崔惟楷,3.0
b+ljN3yWSq9vi2slVd7hoznMzILfF1Acww+Z+zOujmY=,244297.0,465,戴佩妮 (Penny Tai),戴佩妮,戴佩妮,3.0
lx720SS4EzmbTgk+ZLbhOMy499tS6jjpy0Y3/E6ulwg=,275017.0,2022,RADWIMPS,Yojiro Noda,,17.0
qZZF3wSn/K3+GIFSNNdDQ2S3lYkmQQ3nDm6kmTDqKiY=,242938.0,465,Adele,,,52.0
k8DZF0FFuy2GydI7mnH1tH50pFcEQMPYVD/A7Y/T0QI=,279405.0,458,田馥甄 (Hebe),陶喆,娃娃/陶喆,3.0
gglEpctECEBlTvE5qyCYbUXxRNRwENgzJdlf7Hvsu14=,315698.0,465,Shione Yukawa (湯川潮音),Noel Gallagher,,17.0
ENco8vN6JJFWr4n+cZnp0PFJhymQcXbsYgy56a4I9Is=,208692.0,1609,The Chainsmokers,Andrew Taggart| Emily Warren| Scott Harris,Andrew Taggart| Emily Warren| Scott Harris,52.0
z7Kcg7Wv0SX+pUPJMYNu3mu/J9yBohEbtTCVclmxlp8=,300303.0,465,蕭敬騰 (Jam Hsiao),Chen Xiao Xia,Yao Ruo Long,3.0
Xpjwi8UAE2Vv9PZ6cZnhc58MCtl3cKZEO1sdAkqJ4mo=,281495.0,458,田馥甄 (Hebe),薛之謙,薛之謙,3.0
+Gh4vigxWuY4cL0rXPDUm8z6CwmzCFCdNlOValIkpkc=,287346.0,465,五月天 (Mayday),陳信宏,陳信宏,3.0
veeW5CZtHxWRT6rznk1m0uUZs1Zp0/UKKdpz64dP9Vo=,244088.0,458,林宥嘉 (Yoga Lin),林家謙,黃偉文,3.0
61qjr7NKQtW+OcTkefIg/9MMLfAv/1dYhJ9gEXXyElo=,294266.0,458,張懸 (Deserts Xuan),,,3.0
KZ5hwP74wRO6kRapVIprwodtNdVD2EVD3hkZmmyXFPk=,233685.0,465,Justin Bieber,Justin Bieber| Ed Sheeran| Benjamin Joseph Levin,,52.0
MwZaD94L4Wl4APdJSVQF5JPt+xH6hb2KtWpFsjwYUlo=,199134.0,1609,Mike Posner,Mike Posner| Martin Terefe,,52.0
k6IYMzYJirZb/h/DuXVvEWBNn9d/RAJ14/rvvNn5+Qs=,297482.0,465,五月天 (Mayday),阿信,阿信,3.0
+EIdDofR+S5Ewn5tDiHeg/iWK3YwAvL2LRw4i47LfNs=,66409.0,1609,Armin van Buuren,B. Gold| C. Novelli,,52.0
HToYUcnRsEaSSNOXHxkGAGi/Cyvz28pvAgaI7dwDRe8=,201560.0,921,Various Artists,周湯豪,崔惟楷,3.0
hrGjAO1SKZNdA10eyVfCHUupuBsqWtGdoIzRFMX3KQw=,267520.0,465,五月天 (Mayday),阿信/冠佑,阿信,3.0
ZNVRo54bvr9krt2ACcohHXaODP0Gpu/eVmYxNWS/gMc=,214840.0,465,One Direction,Julian Bunetta| John Ryan| Harry Styles| Johan Carlsson,Julian Bunetta| John Ryan| Harry Styles| Johan Carlsson,52.0
TLU46LbiJ+1mmJr4Le4Z5eaUQq3TiXgdZpE5EtR4WZI=,266866.0,465,Maroon 5,,,52.0
V8DXXxuJyAj/XKIDhd4byJVXB36Bcn6ILDPWi+NfjQM=,250880.0,465,江蕙 (Jody Jiang),陳子鴻,陳子鴻,10.0
kwS+oKUTHIxanJdrqGTYkCQsooHDdIDwMqcP3HwKtkY=,286197.0,465,梁靜茹 (Fish Leong),,,3.0
DhuNF1B0GK4zzZ7U+v/vt/Y+3aQbTRmV2bd99TUAXzI=,280711.0,458,陳勢安 (Andrew Tan),文穎秋,陳天佑,3.0
NW6V2a9VkZhSiH5Pi5tniwclFMrQtgqJY+md+34Lokw=,235206.0,465,韋禮安 (William Wei),韋禮安,韋禮安,3.0
sIP39gcYi1ctJsaio2qtzAuUAFT543cLoOa0+A8uBmM=,225523.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
f1Yf+6Z2HgwHB8BxHWE9qHwwDXZYcIc2gLhS3rf9YWY=,294336.0,465,小宇-宋念宇,宋念宇,曹宇棠,3.0
3Wo2FYVMwTpuTQYTLjLOArRIDhO+VKcGszRHWsmPJ1k=,247222.0,465,郁可唯 (Yisa Yu),劉子樂,劉子樂 厲曼婷,3.0
6LdT9BiGIlQ3rJped7PACqnrzstFXz8dXD6MmmsA8uI=,257555.0,465,陳奕迅 (Eason Chan),Christopher Chak,,3.0
NmWCGf2oN5x2kpLolkRyb+FB2YAQKKwDjm7/FzYd7dg=,266657.0,465,Carpenters,Parker McGee,,52.0
cTq9NaXn/03+4q3NYgAO1w6GGJODkGs4fI+1+4Ldk0Q=,195291.0,465,陳奕迅 (Eason Chan),,,24.0
r6KZa87aEHaKAg16m/qY1+Nz7sNyXYczBv1d6i1xtLU=,261955.0,458,楊曉,顧博,賀瓊,3.0
yCNGVHLlA+gdUm0RfeIm1xAYXFugchHvED5JVerYSWM=,253283.0,437,Hoshino Gen (星野源),星野源,星野源,17.0
A5cw2rib82lWjtNFr3bxQysyjPVpiYlgmnULDQ8X0BQ=,229720.0,921,Ailee,Rocoberry,Lee Mina,31.0
oU38Y5WsvZfCqgtLVafrUGoDKfGSk7peobmpkvb/tlI=,148688.0,921,Rock Of Ages OST,,,52.0
jT5yMu7hqYj6UUBBz3dsjEB2wAWpbtrY5P4IaD78U8o=,242102.0,465,aMEI (張惠妹),Yan Jue,Lin Xi,3.0
FIx9KSD/bKRX1/X7Tcg5sZcxhMvK9O8emfQIDTO1ztE=,273031.0,465,范逸臣,,,3.0
RROWUj0FYB1DHw26FCFbTsA7BhAGs7WcEP31a/OLgcc=,350563.0,465,新寶島康樂隊 (New Formosa Band),,,3.0
6ErItjwaeBLPdorIJhdo5/O5CswgJfir5xKd1SEneIM=,199645.0,465,倪安東 (Anthony Neely),Skot  Suyama 陶山,倪安東,3.0
AJQOsWR+d8TYfx8K3IngAs9/GSQE5ujDqBx/8PYm6zo=,285600.0,458,林宥嘉 (Yoga Lin),張葉帆,黃建洲,3.0
8NPgtRVGoG03DuiwD8+Ne6YFvKbYfZYYf5LoXG8QPVU=,211487.0,947,毛恩足 (Danubak),毛恩足,毛恩足,3.0
LBFRdBacp7Ob6Ada2N7uCQ47DhiNT2KjUtwOA7oSm7I=,262164.0,458,孫盛希 (Shi Shi),孫盛希 / MATZKA,林婉瑜,3.0
pKB5KynzK4K9h3LtesPg5Wel28ufOp15hnuZ6+GqcZo=,214552.0,359,Twin Forks,Chris Carrabba,,52.0
msJWKceAKkJe5FJDUUpnHBL8qS3QQUC2faxjiJrEw5w=,259030.0,458,16個夏天 電視原聲帶,Eric Chou,Yi-Wei Wu,3.0
BUU+mQq9DyUT8Hml5QFp6YAYRYBCB8S0Epo5ewK/tyM=,174001.0,1609,Calvin Harris,Calvin Harris,Calvin Harris,52.0
o3h0K5XD2iheQRMv0xEWkNmFqSzwGrq7ywv62W0y8P0=,182601.0,465,Kings Of Convenience,Kings Of Convenience,,52.0
JWtZOMjYNyB1VnyorOuVvKtvWNu3NnSONh4DR/P+Mlo=,254955.0,,郭靜 (Claire Kuo),鴉片丹,黃婷,3.0
0QFmz/+rJy1Q56C1DuYqT9hKKqi5TUqx0sN0IwvoHrw=,294983.0,458,羅志祥 (Show Lo),Drew Ryan Scott / David Moses Jassy / Niclas Molinder / Johan Alkenas,Drew Ryan Scott / David Moses Jassy / Niclas Molinder / Johan Alkenas / 改編詞：李宗恩,3.0
KVl55DK16LnmPWBqeWt8+78RhGArxbZME9LeVcyYc44=,306468.0,465,信 (Shin),金貴晟,施人誠,3.0
3iPA8Hu+/1lHteMuEx4AkR50XFtTpSbWlevp01jYcMk=,247013.0,465,安心亞 (Amber An),/LUKAS| FORCHHAMMER/STEFAN| FORREST/ MORTEN| RISTORP/Lukas Forchhammer/Stefan Forrest/Morten Ristorp,ANNA| F*/中文詞:Hush,3.0
6JBynZzTVbjZH9CYhWhWe/mvfwwqxs1DaaSqJljajUk=,250403.0,465,Love Songs In Cafe,,,52.0
DW7vlV2LzwLfpKN+WY9N+4OKeVxfjNooxnErcDtLAI0=,287328.0,921|465,風中奇緣電視原聲帶,徐偉銘,陳志昌、黃婷,3.0
SC9iJpIDbuvMPsbfI8F7+49IgP1sWDNHofGWliBXxhM=,260806.0,465,The Script,Daniel O'Donoghue| Mark Sheehan| Glen Power| Ben Sargent,Daniel O'Donoghue| Mark Sheehan| Glen Power| Ben Sargent,52.0
9624IGebhxo7zW9L6jDxZmsYGSf4u9ImqNNLg1rYWs8=,128174.0,698,Blue Christmas,HAYES| BILLY; JOHNSON| JAY W,HAYES| BILLY; JOHNSON| JAY W,52.0
5iYLDtiol+MxtKNyvfCrJVvRngnrkrRHXX1oLmn+sZc=,282726.0,458,張靚穎 (Jane Zhang),Adia Chang,,3.0
F6zk1A5brMCaZjTwyHUSfZLIKybjq1aq1DZcu9rQtC8=,21362.0,465,Porno Graffitti (ポルノグラフィティ),,,17.0
nfwbBrNN0TYAz3XVydqpGPKN/YLBiHoyw4YJ0mCNt+8=,233325.0,921,Urban Zakapa,,,31.0
y5JXTddT2hPp2l6aNYi/IX6M6aK4q4DEKLuSvx6AG6s=,217728.0,458,五月天 (Mayday),怪獸,阿信,3.0
eb2X6wyODs13SdC6tDZw3hHcZiySw67y5hySDM6seHs=,292478.0,458,蘇打綠 (Sodagreen),Qing Feng Wu,,3.0
Knq4ruFJI2OJlOtotwq3fuWueMlXcUeS3oxVEYlKoC4=,236100.0,458,吳建豪 (Vanness Wu),Van Ness Wu| Terry Lee| Hong Long Yu| Skot Suyama,,3.0
WHPELPdXGkhreUlFmJnI/RNWgsAYNJUzJ/J6B7wQ2tE=,273252.0,465,EXO,,Korean Lyrics by YOON SA RAH Andreas Stone Johansson / Ricky Hanley / Don Spike,3.0
U3UKPbeaSk+6xIPuAYBcqUVSnBTctWjl0ocMnEQmLbQ=,677372.0,2122,Sonny Rollins,Sonny Rollins,,-1.0
3qm6XTZ6MOCU11x8FIVbAGH5l5uMkT3/ZalWG1oo2Gc=,187802.0,1011,Brett Young,Brett Young| Kelly Archer| Justin Ebach,,52.0
XdVwvFm/eNQOkwkjM9aJzSr4DI5lijqhdJngEvEw1QA=,238886.0,444,Apink,S.Tiger| Bum E| Nang E,,31.0
I0v4xjEZ2y8bFXc1KKDaJIOlVQMy8h0UjJD9U75dbm8=,270419.0,465,蔡日軒 (Roch Tsai),,,3.0
a5JU2B1SIrn4dZIlz00aEDl0s9XaeW88i727DuAyYi8=,280764.0,465,羅美玲 (Irene Luo),呂至傑,呂至傑,3.0
Ce9Dca0F/C+l4qEkCpb0oioFN4Q0HXkag3VJnvaPjL4=,299467.0,465,鄧福如,,,3.0
2pY4VFVNUk5CP0r6xo+wcA5pPLm52GSw6rEZSaCcxIY=,341577.0,465,吳克群 (Kenji Wu),吳克群,吳克群,3.0
X8uGX+w3qTMTG8S5wauveoBnE81OP99ywklEVcXRHYE=,258089.0,458,戴愛玲 (Ailing Tai),Skot Suyama,Ting Huang,3.0
QRR/kEmZcwD8PSovXyEEgSo8jHydtQewfioXRcGwphM=,208979.0,2022,Bon Jovi,Jon Bon Jovi| John Shanks,,52.0
G0rUz0kguI35yzj95LX2BXI30PqCcJJtPNfirR0BhIs=,260806.0,458,范瑋琪 (Christine Fan),饒善強,鄭建國\曾福明,3.0
+kRFQvGAlgd+aEkM65SJ4ydIJrWW7cWhhhdF15x14EY=,280137.0,458,田馥甄 (Hebe),鄭楠,藍小邪,3.0
y9mZdrVxkrGC6Tvlg/+Y8cEm6loLqrfBC3E+wukfjzA=,272195.0,465,陳綺貞 (Cheer Chen),,,3.0
pJSsroF4YFfILDlgq48q9shab4eZgtOarpucOlWThwc=,224736.0,465,S.H.E,鄭楠,施人誠/陳震,3.0
kwS+oKUTHIxanJdrqGTYkCQsooHDdIDwMqcP3HwKtkY=,286197.0,465,梁靜茹 (Fish Leong),,,3.0
euGoQhf4mOUsXtr4VEICBm4kan9+XENFoW9d8MSga1U=,272160.0,458,黃宥傑 (Antonio Huang),方文良,方文良/十方,3.0
LRXoSRKxJjxx6XtNiuuJlAJtWgXGkFPLYWQ0MTQ1xPQ=,200045.0,465,蔡依林 (Jolin Tsai),Jonas Jeberg| Mich Hansen| Mikkel Remee Sigvardt| Nina Woodford,,3.0
9q5uKJi1Do3SJ93pS53m0pdSurrb2h+1MNUkYYO0DRg=,432912.0,1609,Armin van Buuren| Rising Star,A. van Buuren,,52.0
0RvxK/Zm6UXrttnKTQEonwsDWkSIlyZdZBxIvsoy6f8=,261270.0,451,王菲 (Faye Wong),Hui Yang Chen,,24.0
opfHqJ0Oz4KsSqM5/TqBERkLI9DFnMD0Jywzh7XSE6Y=,266344.0,465,FS (Fuying & Sam),劉永輝,肆一,3.0
IkhT8V/PtVeU2NmtA2CdFSpLWIgC0RjCjTehrQe9pXk=,198008.0,2122,証聲音樂圖書館 ECHO MUSIC,Richard A. Jacques (PRS),,52.0
IQByDkONpSaQalV9vCxwcrjE8xrrhqGW3q7fQf64GoI=,199412.0,921,J Rabbit,J Dawoon,,31.0
L/R9k0TDhmJ28ozyq/CIOHHeBSvX3h2ZAB4lVm4MZAI=,208666.0,465,李唯楓 (Coke Lee),周菲比+陳又齊,周菲比+陳又齊,3.0
EnQV2k4YhWM/MeMtBWsRDZolJKvsRT334x2UN1Ujkps=,191320.0,458,蔡依林 (Jolin Tsai),Charles Lee| Edward Chan,Zhen-Chuan Chen,3.0
GFiEbAWa8D3AsoacMkM1Ezo35SEEMZ+EEzsDxPeiCPA=,224757.0,465,蔡旻佑 (Evan Yo),Evan Yo,Wei-Jie Zhou,3.0
yciKx3VagNk6RuCqe0KbTbwl+cWXKVYWAeI8UFe9Dfw=,288600.0,465,蕭煌奇 (Ricky Hsiao),李偉菘,馬嵩惟,3.0
hq2+05aqoxjwR+AoTuWe/aksEEb4qUX7zHDYcQnrevQ=,295810.0,458,金貴晟 (Joshua Jin),金貴晟,艾怡良,3.0
RbxKC9GTkGa87x+R7/8/fYzmR12tXzX8OS7TS2o2wmY=,224130.0,465,王子變青蛙電視原聲帶,Lu Shao Chun,Ke Cheng Xiong,3.0
lUp9A0i6jbaMvGNlR0eaMwxd0Vlv5LZM6NHgDDBCqqI=,217025.0,921|458,Various Artists,李玉璽,李玉璽,3.0
bbo4MEw0D9AF6R4pGg7YCySgpvjrcCZ+1f2w+qFCKos=,163872.0,465,四葉草 (Joyce Chu),黃明志,黃明志,3.0
m/isEYbpDVBeNSY0fPSfhyIbLDKOiWTYMEm631aMPy8=,243716.0,921|465,Various Artists,Chang Jian Jun Wei,Chang Jian Jun Wei,3.0
yIWaAusQ6dKmCcfbvfjfXG4iQIZpJSKkwgZ9UlB02XM=,265926.0,465,庾澄慶 (Harlem Yu),,,3.0
eIjEIhH9Xz+l/R/tHpl7C2Dh9DXHB63K+W21QMvgG8o=,189231.0,444,藝聲 X SEULGI,Eun Hyuk / Ye Sung / Choi| Hee Jun / Hwang| Seung Chan,Eun Hyuk / Ye Sung / Choi| Hee Jun / Hwang| Seung Chan,31.0
IysDHYM8Ybl0QmYUpYoRm6BjJYaA4cB1t57Ff5tESvI=,180767.0,465,田馥甄 (Hebe),,,3.0
j1R+dr9uZIBEIbrhUyoOephjKBhO7UZrHSu3ivnz/No=,284421.0,465,陳奕迅 (Eason Chan),Russell Harries,Russell Harries,3.0
mhRh4LPRchpfjKVc1qiaQ/OmQrUxOUoQujFNJua5p5o=,215510.0,1609,Various Artists,,,52.0
AJnASURXhZM3M6MKWawRJSJz0bKk5WRJa9rBf2oFIFI=,273345.0,465,劉若英 (Rene Liu),深白色,深白色,3.0
KnNPuXCvhpBA4L6baLLiQnVi6RMEN0EoHN6gwqMkxh8=,256000.0,465,吳克群 (Kenji Wu),Kenji Wu,Kenji Wu,3.0
edY04Jlevekbd+2V/LaICkelxHA4rXxJ/cYy4LnV9x4=,296124.0,465,秀蘭瑪雅,梁正輝,吳梵,10.0
N87KAknxm9uEvCQ9BX3oO95ndY1QiCKiKoOac2sLlko=,318833.0,458,柯智棠 (Kowen),柯智棠,柯智棠,3.0
WrVxXdOuRrPQ7gqqSYG1wEFkA6Uz/cP+bf+YmZRe4S4=,181289.0,465,AOA,,,31.0
ivJp8DdTqMnNRdQrzR7CpUDm/psSO8bDMTyIcU5SKtg=,136766.0,465,范瑋琪 (Christine Fan),范瑋琪,葛大為,3.0
xC1jAvKrrq/FGq/LIkO7+Zgs5NWryxqkhUJlpnDkVic=,251843.0,465,刀郎,刀郎 ,刀郎 ,3.0
v/3onppBGoSpGsWb8iaCIO8eX5+iacbH5a4ZUhT7N54=,161175.0,1616|1609,Alan Walker,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve| Jonnali Parmenius,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve| Jonnali Parmenius,52.0
+8Qy/eKYTxLjylnT+lacbhFUsJbQ5/ZvMiHnozRvApg=,248163.0,921,EPIK HIGH,Conan| Roco| Tablo| Tukutz,Goo Ji An| Ji Hoon| Mithra| Tablo,31.0
u1rKuUOHLXztf8SVYFcubHOYD2DUTQFx+A7As9kYaN0=,210558.0,786,水晶鋼琴,,,-1.0
LEAxfXLBS+nCSmPCAvpwRw3h8HhKZydKZWbDYHNod1Q=,233482.0,465,io樂團 (io),Angus / Hans,Hans / Angus,3.0
Ja+MbvVgkL+CIeBI6w0a+DPq9jHm8+McoQtqpTU7rmc=,233267.0,465,蘇打綠 (Sodagreen),吳青峰,吳青峰,3.0
VAZ89YvAqcXfFM386JhsW1mtFZrhAdByJdem+gpZs0w=,279928.0,465,霍建華,,,3.0
CkKZC3ccAT+jQ1LSsxT1gIo1gHAYJwzJUj2Qo07YtSg=,300512.0,465,信 (Shin),,,3.0
rm8uElgcFJDOeR0vipTSkw84zuUTdLEwldwikkemK6o=,242520.0,1609,Rudimental,Ed Sheeran|Amir Amor|James Newman|Kesi Dryden|Piers Aggett|Leon Rolle|Jonny Harris,,52.0
ZhGSffTXnSAQ6/Qga2JVaTyVqHWBGlX8VtUYT/TXKSQ=,186502.0,465,Avril Lavigne,Avril Lavigne| Chad Kroeger| David Hodges,,52.0
7AQcOAIExIbhTlg9Rqkhvt6fPGDeUeiZ8hl0HrsFKFU=,230817.0,465,陳零九 (Nine Chen),陳零九,陳零九,3.0
dwSK0ntRQgZYnL4e4R1QZK2SJIA0jdLGKqZDcBJe5Fo=,247222.0,,郭靜 (Claire Kuo),JerryC,黃婷,3.0
LdxC3avfUXkXkG77Z8Pmm3b+yj3ThbBF6F/KygIr9Cg=,242729.0,458,T.R.Y,張超,龍軍,3.0
xVCjwnFSDWJ+JvMTXwK54xZ2xrIxYGGe/nVdh9rgbsY=,263105.0,458,周杰倫 (Jay Chou),周杰倫,方文山,3.0
iIel7sqbOcQCEsmZItw6O8Zm5C/ybiMcnzEnvBgFLHo=,207539.0,465,TAEMIN,,Korean Lyrics by Brian Kim / Andrew Choi / Shaun / Greg Paul Stephen Bonnick (LDN Noise) / Hayden Chapman (LDN Noise) / Jeremy Tyrone Jasper / David Choi,31.0
4dp0IdS4ZqSp2OcLgm+WM3WkUDQD81szL00mIq3ENIE=,216038.0,921,Various Artists,Jocke Ahlund| Bonnie Leigh Mc Kee| John Newman,,52.0
NMdr4SmB00mKGw8G76BlEuKb/Lxp8VOionlgU6LmV/E=,338651.0,465,19,陳珊妮,陳珊妮/陳建騏,3.0
WA6TXMXIkjgDC+cwNXmRdkFI0ugPziXNqhwzWxGRYxE=,329038.0,465,吳克群 (Kenji Wu),,,3.0
QshAPmxF5i2qkdsoAdDpgc0XDVSPX9RV/1AnwNZhaGM=,200515.0,465,小宇-宋念宇,宋念宇,黃文萱,3.0
